smiles,actual_exp,pred_exp,residual
CNC(=O)Oc1ccc(C)c(C)c1,2.09,1.150178,-0.9398220443725585
CNC(=O)Oc1ccc(C)cc1,1.66,0.67632145,-0.9836785531044006
CNC(=O)Oc1ccc(C=O)cc1,0.99,1.2057681,0.21576810836791993
CNC(=O)Oc1ccc(Cl)c(C)c1,2.57,1.5119627,-1.058037347793579
CNC(=O)Oc1ccc(Cl)cc1,2.01,1.1287211,-0.8812788820266722
CNC(=O)Oc1ccc(N(C)C)c(C)c1,1.9,0.9912649,-0.9087351202964782
CNC(=O)Oc1ccc(OC)cc1,1.2,3.5769145,2.376914548873901
CNC(=O)Oc1ccc(SC)c(C)c1,2.47,3.244445,0.7744450855255125
CNC(=O)Oc1ccc(SC)cc1,1.92,1.2815188,-0.6384811830520629
CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,1.58,4.0333853,2.4533852767944335
CNC(=O)Oc1ccc2ccccc2c1,2.56,-1.9642686,-4.524268565177918
CNC(=O)Oc1cccc(C#N)c1,0.97,0.07663968,-0.8933603179454803
CNC(=O)Oc1cccc(C(C)C)c1,2.63,3.047889,0.41788899421691905
CNC(=O)Oc1cccc(C(F)(F)F)c1,2.37,2.0910082,-0.2789918136596681
CNC(=O)Oc1cccc(N(C)C)c1,1.43,1.8634561,0.43345613002777106
CNC(=O)Oc1cccc(OC(C)C)c1,1.96,0.091217,-1.8687830036878585
CNC(=O)Oc1cccc(OC)c1,1.3,1.6296053,0.32960529327392574
CNC(=O)Oc1cccc([N+](=O)[O-])c1,1.39,3.368233,1.9782329654693604
CNC(=O)Oc1cccc2c1OC(C)(C)C2,1.975,0.6649375,-1.3100625038146974
CNC(=O)Oc1cccc2c1OC(C)(C)O2,1.7,4.799136,3.099136161804199
CNC(=O)Oc1cccc2ccccc12,2.36,-0.5280451,-2.888045117855072
CNC(=O)Oc1ccccc1,1.24,2.7947817,1.5547816848754883
CNC(=O)Oc1ccccc1Br,1.77,0.6555778,-1.1144222211837769
CNC(=O)Oc1ccccc1C,1.46,6.7894163,5.329416313171387
CNC(=O)Oc1ccccc1C#N,0.86,2.7379873,1.877987279891968
CNC(=O)Oc1ccccc1C(C)(C)C,2.65,4.043631,1.3936310768127442
CNC(=O)Oc1ccccc1C(C)C,2.31,6.1804748,3.8704747581481933
CNC(=O)Oc1ccccc1C1OCCO1,0.67,3.691836,3.02183611869812
CNC(=O)Oc1ccccc1Cl,1.64,4.311889,2.671889171600342
CNC(=O)Oc1ccccc1I,1.94,3.5780108,1.6380107975006104
CNC(=O)Oc1ccccc1OC(C)C,1.52,4.717228,3.1972279357910156
CNC(=O)[C@H]1CCCN1Cc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OC,3.65,0.48822564,-3.1617743611335754
CNC(=O)c1[nH]cnc1C(=O)Nc1ccc(OC)cc1,2.2,2.2420325,0.04203252792358381
CNC(=O)c1c(F)cccc1Nc1nc(Nc2cc3c(cc2OC)CCN3C(=O)CN(C)C)nc2[nH]ccc12,2.61,0.9384351,-1.6715649223327635
CNC(=O)c1c[nH]c2ccccc12,1.25,0.64016634,-0.6098336577415466
CNC(=O)c1cc(-c2ccccc2)sc1NC(N)=O,3.19,2.7363405,-0.45365947723388667
CNC(=O)c1cc(-c2nc(N3CCOCC3)cc(C3(S(C)(=O)=O)CC3)n2)c2cc[nH]c2c1,1.7,3.1002066,1.4002066135406495
CNC(=O)c1cc(Br)cc(C)c1O,3.51,2.497724,-1.0122759437561033
CNC(=O)c1cc(C(=O)c2ccc(Cl)cc2)c(Br)[nH]1,3.1,2.9022162,-0.19778380393981942
CNC(=O)c1ccc(-c2cc(C(=O)N[C@H]3CCCNC3)c(NC(N)=O)s2)cc1,0.7,3.8752568,3.175256776809692
CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1,2.8,3.9205368,1.120536756515503
CNC(=O)c1ccc(CC(=O)N(C)C2CCN(Cc3ccc(C(F)(F)F)cc3)CC2)cc1,2.8,2.6568248,-0.14317517280578596
CNC(=O)c1ccc(CCC(COc2ccc(-c3cccc([N+](=O)[O-])c3)cc2)N2C(=O)CSC2=O)cc1,3.5,0.69917876,-2.8008212447166443
CNC(=O)c1ccc(CN2CCC(c3ccc(C(=O)Nc4ccccc4N)cc3)CC2)cc1,1.99,2.0444984,0.054498443603515634
CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F,3.3,2.8592274,-0.4407725811004637
CNC(=O)c1ccc(Nc2ncc(F)c(-c3cnc(C)n3C(C)C)n2)cc1,3.0,0.25736633,-2.742633670568466
CNC(=O)c1ccc(Nc2ncc(F)c(-c3cnc(C)n3C(C)C)n2)cc1F,3.31,3.438234,0.12823409080505366
CNC(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C(C)C)n2)cc1,2.69,1.5877151,-1.1022848510742187
CNC(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C(C)C)n2)cc1F,2.95,3.5458524,0.5958524227142332
CNC(=O)c1ccc(Nc2nccc(-c3cnc(C4CC4)n3C(C)C)n2)cc1,2.77,0.9627676,-1.8072323989868164
CNC(=O)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1,1.99,4.120789,2.130789051055908
CNC(=O)c1ccc(Oc2ccc3c(c2)CCN(C2CCC2)CC3)nc1,1.45,2.408487,0.95848708152771
CNC(=O)c1ccc(S(N)(=O)=O)cc1,-0.31,2.5308583,2.840858278274536
CNC(=O)c1ccc2c(=O)cc(-c3cccnc3)[nH]c2c1,1.01,0.9746784,-0.03532160282135011
CNC(=O)c1ccc[nH]1,0.42,-1.6186608,-2.038660807609558
CNC(=O)c1cccc(NC(=O)Nc2cccc(C#N)c2)c1CN1CCC(Cc2ccc(F)cc2)CC1,3.97,1.474907,-2.495092959403992
CNC(=O)c1cccc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc2ccccc2)c1,1.93,0.1782723,-1.751727693080902
CNC(=O)c1cccc(S(=O)(=O)Nc2ncc(C)nc2OC)c1-c1ccc(CC(C)C)cc1,1.68,3.3540819,1.6740818691253663
CNC(=O)c1cccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,-0.89,3.2466538,4.136653795242309
CNC(=O)c1ccccc1,0.86,3.0619843,2.2019843006134034
CNC(=O)c1ccccc1N=NN(C)C,1.83,2.4243095,0.594309492111206
CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,3.8,6.8377957,3.0377957344055178
CNC(=O)c1cccn1C,0.71,1.9317883,1.2217883253097535
CNC(=O)c1cccnc1,0.0,6.2043996,6.204399585723877
CNC(=O)c1ccco1,0.23,2.303064,2.0730641078948975
CNC(=O)c1cccs1,0.84,2.3757484,1.5357483959198
CNC(=O)c1cnn(-c2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1,-0.54,2.0381148,2.5781147861480713
CNC(=O)c1n[nH]c(C)c1[N+](=O)[O-],-0.23,2.042635,2.272634963989258
CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(F)c3F)c2)cnc1N,2.8,2.0048897,-0.7951102733612059
CNC(=O)c1snnc1-c1ccccc1,1.23,0.88512176,-0.344878237247467
CNC(=O)n1cc(F)c(=O)[nH]c1=O,-0.2,1.9667889,2.1667888879776003
CNC(=S)N(C)C,0.1,3.0670996,2.9670995712280273
CNC(=S)NC,-0.24,0.8332627,1.0732626819610596
CNC(=S)NCC#CCC(NC(=O)C(Cc1ccc2ccccc2c1)Cc1cccc2ccccc12)C(=O)NC(CC1CCCCC1)C(O)CC(=O)NCCN1CCOCC1,5.46,1.9792423,-3.4807576751708984
CNC(=S)NCCCCC(NC(=O)C(CC(=O)N1CCOCC1)Cc1cccc2ccccc12)C(=O)NC(CC1CCCCC1)C(O)CC(=O)NCCN1CCOCC1,1.68,1.1513987,-0.5286013412475585
CNC(=S)NCCCCc1cnc[nH]1,0.39,1.8620771,1.4720771169662474
CNC(=S)NCCCCc1nc[nH]c1C,0.85,1.9391028,1.0891027688980102
CNC(=S)NCCSCc1cnc[nH]1,0.16,0.53879774,0.3787977361679077
CNC(=S)NCCSCc1cncn1C,0.32,0.2282068,-0.0917932015657425
CNC(=S)NCCSCc1nc[nH]c1C,0.5,2.3052995,1.8052995204925537
CNC(=S)NCc1ccccc1,1.35,4.837405,3.487405204772949
CNC(=S)NNc1ccccc1,1.17,0.76609457,-0.4039054346084594
CNC(=S)Nc1ccccc1,0.85,1.8310937,0.9810936689376831
CNC(=S)OCCn1c([N+](=O)[O-])cnc1C,1.12,0.9920098,-0.12799018144607555
CNC(C)=O,-1.05,1.4630066,2.5130066156387327
CNC(C)C(O)c1ccccc1,-2.45,0.21975538,2.669755381345749
CNC(C)C(OC)c1ccccc1,2.05,1.6975693,-0.352430748939514
CNC(C)Cc1ccc(F)cc1,2.15,1.4404331,-0.7095668554306029
CNC(C)Cc1ccc(N)cc1,0.81,1.6229602,0.8129602098464965
CNC(C)Cc1ccc(OC)cc1,1.91,0.40116626,-1.5088337397575378
CNC(C)Cc1ccc2c(c1)OCO2,2.15,0.0391372,-2.110862800478935
CNC(C)Cc1ccccc1,2.07,1.0758832,-0.9941168498992918
CNC(Cc1ccccc1)C(=O)N1CCCC1C(=O)NCC1CCC(N)CC1,1.12,3.8394334,2.719433431625366
CNC(Cc1ccccc1)C(=O)O,-1.53,2.264644,3.7946439075469973
CNC(Cc1ccccc1)Cc1ccccc1,3.8,3.022001,-0.7779989719390867
CNC(N)=O,-1.4,2.5704436,3.9704436302185058
CNC(N)=S,-0.69,4.097404,4.78740400314331
CNC1(C)C2CCC(C2)C1(C)C,-0.84,2.0540435,2.8940435314178465
CNC12CC(O)CCC1CCc1ccccc12,2.37,2.7793245,0.4093245315551757
CNC12CC=CCC1c1ccccc1C2,3.28,3.262294,-0.017705945968627734
CNC12CCC(CN)CC1Cc1ccccc12,1.84,-4.044134,-5.884134140014648
CNC12CCCCC1CC(O)c1ccccc12,1.84,2.4052918,0.5652917957305907
CNC12CCCCC1CCc1ccc(OC)cc12,3.75,-0.6908534,-4.440853416919708
CNC12CCCCC1COc1ccccc12,3.31,2.701823,-0.6081770038604737
CNC12CCCCC1CSc1ccccc12,3.88,0.49860078,-3.381399219036102
CNC12CCCCC1Cc1cc(OC)ccc12,3.51,1.0427579,-2.467242131233215
CNC12CCCCC1Cc1ccc(OC)cc12,3.54,4.6049795,1.0649795150756836
CNC12CCCCC1Cc1ccccc12,3.38,3.0024993,-0.3775006580352782
CNC12CCCCC1c1ccccc1C2,3.43,2.450895,-0.9791049289703371
CNC12CCCCCC1Cc1ccccc12,3.77,0.8956329,-2.8743670773506165
CNC12c3ccccc3CC1CCCC2C,3.44,3.0973952,-0.34260481834411616
CNC1=C(N2CC2)C(=O)C(NC)=C(N2CC2)C1=O,0.13,1.1304594,1.0004594278335572
CNC1=NS(=O)N=C1NCCSCc1ccc(CN(C)C)o1,0.89,1.7388867,0.8488867139816284
CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,2.425,2.100051,-0.32494907379150373
CNC1=Nc2ncccc2C(c2cc[nH]c2)=NC1c1cccs1,1.73,2.2310925,0.5010924530029297
CNC1=Nc2ncccc2C(c2ccccc2)=NC1c1cccs1,2.68,1.2225488,-1.4574511575698854
CNC1=Nc2ncccc2C(c2ccco2)=NC1c1cccs1,1.85,0.7074121,-1.1425878763198853
CNC1=Nc2ncccc2C(c2ccco2)=NC1c1ccns1,1.44,0.5940664,-0.8459336185455322
CNC1=Nc2ncccc2C(c2cccs2)=NC1c1cccs1,2.63,1.6305774,-0.9994225549697875
CNC1=Nc2ncccc2C(c2ccns2)=NC1c1cccs1,2.15,0.16055018,-1.9894498229026794
CNC1=Nc2ncccc2C(c2ncco2)=NC1c1cccs1,1.14,1.4057432,0.2657432413101197
CNC1C(=O)C(=O)C1=NCCSCc1[nH]cnc1C,-0.08,1.21756,1.2975600528717042
CNC1C2CCC1c1ccccc12,2.37,6.352112,3.98211181640625
CNC1CC2CC1c1ccccc12,2.32,-0.32717943,-2.647179431915283
CNC1CC2CCC1c1ccccc12,2.68,3.3635523,0.6835523319244383
CNC1CC2OC1c1ccccc12,0.91,0.020603016,-0.8893969839811325
CNC1CCN(c2ccc(NC(=O)c3ccc(-c4ccccc4)cc3)cn2)C1,2.35,2.561579,0.21157898902893058
CNC1CCc2c(OC)cccc2C1C,2.42,2.2232099,-0.1967901420593261
CNC1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21,1.37,1.7517623,0.3817622709274291
CNC1CCc2ccccc2C1,2.38,1.8300475,-0.5499525117874144
CNCC(=O)O,-2.78,2.4686537,5.248653678894042
CNCC(CC(C)C)c1ccccc1,3.76,1.540671,-2.219329009056091
CNCC(F)(F)F,0.55,2.1567626,1.6067625999450683
CNCC(O)c1ccc(O)c(O)c1,-1.2,3.0433528,4.243352842330933
CNCC(O)c1ccc(O)c(OC)c1,-0.64,3.430517,4.070516958236694
CNCC(O)c1ccc(O)cc1,-0.45,4.027125,4.477124881744385
CNCC(O)c1cccc(O)c1,-0.31,-1.8006912,-1.490691246986389
CNCC(c1ccccc1)C(C)C,3.12,3.4690192,0.34901917457580556
CNCC1CCC2(NC)c3ccccc3CC2C1,2.48,3.0670998,0.5870998096466065
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,2.985,2.560079,-0.42492090225219714
CNCCC(Oc1ccccc1OC)c1ccccc1,0.22,-2.0810893,-2.30108925819397
CNCCC=C1c2ccccc2CCc2ccccc21,3.045,0.63130176,-2.413698239326477
CNCCC=Cc1cccnc1,1.13,3.2879486,2.1579486083984376
CNCCCC12CCC(c3ccccc31)c1ccccc12,0.89,1.4048234,0.5148234224319458
CNCCCN1c2ccccc2CCc2ccccc21,3.0700000000000003,-0.71613586,-3.786135859489441
CNCCCN1c2ccccc2Sc2ccc(Cl)cc21,4.94,4.238038,-0.701961936950684
CNCCN(C)C,-0.2,2.3803265,2.580326509475708
CNCCN(C)S(=O)(=O)c1ccc(CONC(=N)O)c([N+](=O)[O-])c1,0.45,2.1059132,1.6559131622314454
CNCCNC,-0.62,0.5636474,1.1836473894119264
CNCCO,-0.94,4.3415437,5.281543674468994
CNCCOc1cc(C)c(O)cc1C(C)C,2.35,1.2466989,-1.1033011436462403
CNCC[C@@H](Oc1cc(C(F)(F)F)ccc1C#N)c1ccccc1,1.3,0.37388384,-0.926116156578064
CNCC[C@@H](Oc1cc(OC)ccc1C#N)c1ccccc1,0.87,-0.7161304,-1.5861303758621217
CNCC[C@@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,1.96,1.47283,-0.4871699428558349
CNCC[C@@H](Oc1ccccc1C)c1ccccc1,1.2,-1.6388435,-2.8388435363769533
CNCC[C@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,1.89,4.623364,2.7333639717102054
CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,2.09,1.332486,-0.7575139665603636
CNCCc1ccccc1,1.91,-0.7662652,-2.6762652134895326
CNCCc1ccccn1,0.68,0.78816193,0.10816193342208857
CNC[C@H](O)c1ccc(Cl)c(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1,1.41,0.18494716,-1.2250528371334075
CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,1.17,1.5855774,0.41557736873626716
CNCc1ccc(C)cc1,1.96,-1.1774997,-3.1374996519088745
CNCc1cccc(-c2ccc3c(N4CCOCC4)nc(N4C[C@@H](C)O[C@@H](C)C4)nc3n2)c1,1.26,4.989824,3.7298238182067873
CNCc1ccccc1,1.52,2.755089,1.2350890445709228
CNCc1cccnc1,0.39,3.0107057,2.6207057094573973
CNN,-1.05,3.200593,4.250592994689941
CNNCc1ccc(C(=O)NC(C)C)cc1,0.06,2.9076707,2.847670736312866
CNP(=O)(OC)Oc1cc(Cl)c(Cl)cc1Cl,3.06,1.9674507,-1.092549262046814
CNP(=O)(OC)Oc1ccc(C(C)(C)C)cc1,2.71,2.2221076,-0.48789235115051266
CNP(=O)(OC)Oc1ccc(C(C)(C)C)cc1Cl,3.42,2.6404831,-0.7795168590545654
CNP(=O)(OC)Oc1ccc(Cl)cc1,1.85,1.0187638,-0.831236219406128
CNP(=O)(OC)Oc1ccc(Cl)cc1Cl,2.41,0.069822416,-2.3401775842905046
CNP(=O)(OC)Oc1ccc(OC)cc1,1.06,0.5818291,-0.4781709289550782
CNP(=O)(OC)Oc1ccc(SC)cc1,1.81,1.5889288,-0.2210711812973023
CNP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1,1.27,6.202443,4.93244312286377
CNP(=O)(OC)Oc1cccc(C(C)(C)C)c1,2.65,2.5409422,-0.10905780792236319
CNP(=O)(OC)Oc1ccccc1Cl,1.61,2.1849582,0.5749582195281981
CNP(=O)(OC)SC,-0.07,2.5887501,2.658750123977661
CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,0.48,2.0607111,1.580711145401001
CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,-0.0149999999999999,2.649027,2.664027109146118
CNS(=O)(=O)Nc1ccc(-c2ccccc2)n(CC(=O)NC(C(=O)C(F)(F)F)C(C)C)c1=O,1.79,2.6898544,0.8998543834686279
CNS(=O)(=O)c1ccc(C)cc1,1.28,1.9009773,0.6209772539138794
CNS(=O)(=O)c1ccc(Cl)cc1,1.92,0.14207155,-1.777928454875946
CNS(=O)(=O)c1ccc(N)cc1,-0.01,2.480747,2.4907469844818113
CNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc4cccnn34)n2)cc1,2.8,2.1180434,-0.6819565773010252
CNS(=O)(=O)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1,2.03,5.0630784,3.0330784034729006
CNS(=O)(=O)c1ccc(SC(N(C)C)N(C)C)cc1,-1.4,0.45592296,1.8559229612350463
CNS(=O)(=O)c1ccc2c(C(=O)NC[C@@H](O)CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)c[nH]c(=O)c2c1,2.77,0.3914958,-2.378504205942154
CNS(=O)(=O)c1ccccc1,0.92,2.4919908,1.5719908046722413
CNS(=O)(=O)c1nnc(/N=C(/C)O)s1,0.49,3.5096657,3.0196657276153562
CN[C@@H](C)C(=O)N[C@H](C(=O)N(C)[C@H]1CCCN(CCc2ccccc2)C1)C1CCCCC1,2.34,2.0656555,-0.2743445301055907
CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)OC)C(c1ccccc1)c1ccccc1)C1CCCCC1,2.42,0.99648076,-1.4235192370414733
CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC[C@H]2CCN(CCc3ccccc3)C[C@H]21)C1CCCCC1,2.47,0.7776982,-1.692301781177521
CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC[C@H]2CC[C@H](NC(=O)c3cccc4ccccc34)[C@H]21)C(C)(C)C,1.94,0.6223721,-1.3176279091835021
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCCN(Cc2ccccc2)C1)C1CCCCC1,2.12,2.385287,0.265287046432495
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(C(=O)Cc2ccccc2)C1)C1CCCCC1,1.32,2.7747486,1.4547485637664794
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(C(=O)c2ccccc2)C1)C1CCCCC1,0.87,2.437647,1.5676471042633056
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCCc2ccccc2)C1)C1CCCCC1,2.6,2.8760169,0.2760168552398681
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(Br)cc2)C1)C(C)(C)C,2.92,1.9275352,-0.9924648237228393
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(C(F)(F)F)cc2)C1)C(C)(C)C,2.85,2.4235287,-0.42647132873535165
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(C)cc2)C1)C(C)(C)C,2.05,0.48796678,-1.5620332241058348
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(F)cc2)C1)C(C)(C)C,3.12,0.9195056,-2.2004944038391114
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(F)cc2)C1)C1CCCCC1,2.39,2.3932028,0.0032027816772459694
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(O)cc2)C1)C(C)(C)C,0.77,2.4261677,1.6561677265167236
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(OC)cc2)C1)C(C)(C)C,1.45,0.14561552,-1.3043844819068908
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc([N+](=O)[O-])cc2)C1)C(C)(C)C,1.54,3.75681,2.216809949874878
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2cccc(F)c2)C1)C1CCCCC1,2.64,5.8649416,3.224941596984863
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2cccc(OC)c2)C1)C(C)(C)C,1.47,2.234467,0.7644670295715332
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccccc2)C1)C(C)(C)C,1.46,1.1857257,-0.2742743110656738
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccccc2)C1)C1CCCCC1,1.65,3.5229583,1.872958278656006
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccccc2F)C1)C1CCCCC1,2.51,-1.485613,-3.9956129884719847
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccccc2OC)C1)C(C)(C)C,1.61,2.860411,1.2504109287261962
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccccn2)C1)C(C)(C)C,-0.55,4.353211,4.903210926055908
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(Cc2ccccc2)C1)C1CCCCC1,2.01,2.1222546,0.11225461006164572
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(S(=O)(=O)Cc2ccccc2)C1)C(C)(C)C,0.78,1.2459494,0.465949387550354
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(S(=O)(=O)c2ccccc2)C1)C(C)(C)C,0.9,5.0405345,4.140534496307373
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCN(C(=O)Cc2ccccc2)C1)C1CCCCC1,0.81,1.4279692,0.617969217300415
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCN(C(=O)c2ccccc2)C1)C1CCCCC1,0.82,2.1014402,1.281440191268921
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCN(CCCc2ccccc2)C1)C1CCCCC1,1.9,-0.092356786,-1.9923567861318587
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCN(CCc2ccccc2)C1)C1CCCCC1,1.65,4.1426396,2.4926396369934083
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCN(Cc2ccccc2)C1)C1CCCCC1,1.49,0.86871135,-0.6212886476516724
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1C[C@@H]2CC[C@H]1N(CCc1ccccc1)C2)C1CCCCC1,1.64,3.2640984,1.6240984058380128
CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)CC(C)C)CC[C@H]2CC[C@@H](C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O,1.82,1.2275478,-0.5924522352218629
CN[C@@H](C)[C@H](O)c1ccccc1,-1.15,3.053665,4.203664922714234
CN[C@H]1CCN(C(=O)c2ccc(Nc3nccc(-c4cnc(C)n4C(C)C)n3)cc2)C1,1.22,1.0808203,-0.1391796779632568
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,3.15,1.6502894,-1.4997105836868285
CNc1c(Br)cnc2[nH]c(-c3ccc(O)cc3)nc12,2.47,2.2665293,-0.20347067832946797
CNc1c(Br)cnc2[nH]c(-c3ccc(OCCCN4CCOCC4)cc3)nc12,2.96,-0.39620543,-3.356205425262451
CNc1c(Br)cnc2[nH]c(-c3ccc(OCCN4CCCCC4)cc3)nc12,2.56,2.1196265,-0.44037347793579107
CNc1c(Br)cnc2[nH]c(-c3ccc(OCCN4CCN(C)CC4)cc3)nc12,2.91,3.3530486,0.4430485630035399
CNc1c(Br)cnc2[nH]c(-c3ccc(S(C)(=O)=O)cc3)nc12,2.88,1.8892722,-0.9907277870178222
CNc1c(Br)cnc2[nH]c(-c3cccc(N)c3)nc12,2.96,1.7701386,-1.1898613786697387
CNc1c(Br)cnc2[nH]c(-c3ccnc(N)c3)nc12,2.83,3.5902565,0.7602564525604247
CNc1c(Br)cnc2[nH]c(-c3cnn(C4CCN(C)CC4)c3)nc12,2.5,0.35395962,-2.146040380001068
CNc1c(C(N)=O)cnc2[nH]c(-c3ccc(OCCN4CCOCC4)cc3)nc12,2.14,1.9999343,-0.1400656843185426
CNc1c(Cl)cccc1Cl,2.91,0.706794,-2.203205976486206
CNc1c(Cl)cnc2[nH]c(-c3ccc(OCCN4CCOCC4)cc3)nc12,2.63,2.1651177,-0.4648822593688964
CNc1cc(-c2n[nH]c(N)n2)ccn1,0.69,2.7615619,2.0715618705749512
CNc1cc(C(=O)Nc2ccc(N3CCOCC3)cc2)nc2c(N3CCN(C)CC3)cc(OC)cc12,2.93,1.1119263,-1.8180736827850343
CNc1cc(CC2C=NC(=N)NC2=N)cc(N(C)C(C)=O)c1C,0.53,3.4754224,2.945422382354736
CNc1cc(CC2C=NC(=N)NC2=N)cc(N(C)C)c1OC,1.56,2.4749744,0.9149743938446044
CNc1cc(Cc2cnc(N)nc2N)cc(NC)c1,0.44,-2.207387,-2.6473869705200195
CNc1ccc(-c2cn3cc(SC)ccc3n2)cc1,3.9,0.8857808,-3.0142191886901855
CNc1ccc(-c2nc3ccc(O)cc3s2)cc1,3.5,3.0790637,-0.42093634605407715
CNc1ccc(C(=O)OCCN(C)C)cc1,1.95,2.4453537,0.4953537464141846
CNc1ccc(C)cc1,2.15,2.1808379,0.030837869644165128
CNc1ccc(S(=O)(=O)N(C)C)cc1,1.43,5.722985,4.292984790802002
CNc1ccc(S(N)(=O)=O)cc1,0.08,2.3949077,2.3149077129364013
CNc1ccc([N+](=O)[O-])cc1,2.04,2.9636414,0.9236414051055908
CNc1ccc2cc3ccc4c(c3nc2c1CO)COCN4,1.65,3.9113214,2.2613214015960694
CNc1ccc2cc3ccc4c(c3nc2c1CO)COCN4S(C)(=O)=O,1.2,1.0283571,-0.17164285182952876
CNc1ccc2cc3ccccc3nc2c1CO,2.1,3.0834644,0.9834643840789794
CNc1ccc2ncc(-c3cccc(O)c3)n2n1,2.99,1.018481,-1.9715189838409426
CNc1cccc(C)c1,2.19,2.8852391,0.6952391242980958
CNc1cccc(CCCc2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2)n1,0.57,3.5366511,2.966651134490967
CNc1cccc(CCCc2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)s2)n1,0.78,2.6408193,1.8608193111419677
